"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2009,24,"Centre-Val de Loire","36","Indre","01D","Emballages et papier","01Z","Non précisé",2148.18776
2009,24,"Centre-Val de Loire","36","Indre","01E","Biodéchets","01E","Valorisation organique",14678.7
2009,24,"Centre-Val de Loire","36","Indre","01F","Verre","01A","Valorisation matière",10030.96232
2009,24,"Centre-Val de Loire","36","Indre","01F","Verre","01Z","Non précisé",29.55262
2009,24,"Centre-Val de Loire","36","Indre","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",13.08
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",29853.9
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01A","Ordures ménagères résiduelles","01D","Stockage",113918.47
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01A","Ordures ménagères résiduelles","01E","Valorisation organique",4345.06308
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01A","Ordures ménagères résiduelles","01Z","Non précisé",121.79937
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01B","Encombrants","01A","Valorisation matière",1553.12
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01B","Encombrants","01B","Incinération avec récupération d'énergie",152.06391
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01B","Encombrants","01D","Stockage",685.76
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.24
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01D","Emballages et papier","01A","Valorisation matière",31136.87225
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01D","Emballages et papier","01Z","Non précisé",11.58516
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01E","Biodéchets","01E","Valorisation organique",14694.44
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01F","Verre","01A","Valorisation matière",21103.09853
2009,24,"Centre-Val de Loire","37","Indre-et-Loire","01F","Verre","01Z","Non précisé",24.13988
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",69016.75771
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",1183.37344
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01A","Ordures ménagères résiduelles","01D","Stockage",11659.15204
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01A","Ordures ménagères résiduelles","01E","Valorisation organique",408.34904
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01A","Ordures ménagères résiduelles","01Z","Non précisé",652.14041
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01B","Encombrants","01A","Valorisation matière",19.5
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01B","Encombrants","01D","Stockage",318
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",6.626
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",2.38752
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01D","Emballages et papier","01A","Valorisation matière",13233.56019
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01D","Emballages et papier","01Z","Non précisé",20.36821
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01E","Biodéchets","01E","Valorisation organique",42
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01F","Verre","01A","Valorisation matière",12493.69571
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01F","Verre","01Z","Non précisé",42.30236
2009,24,"Centre-Val de Loire","41","Loir-et-Cher","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",4.022
2009,24,"Centre-Val de Loire","45","Loiret","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",143618.0966
2009,24,"Centre-Val de Loire","45","Loiret","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",27108.4
2009,24,"Centre-Val de Loire","45","Loiret","01A","Ordures ménagères résiduelles","01D","Stockage",608.6
2009,24,"Centre-Val de Loire","45","Loiret","01B","Encombrants","01D","Stockage",2604.38501
2009,24,"Centre-Val de Loire","45","Loiret","01D","Emballages et papier","01A","Valorisation matière",24839.54701
2009,24,"Centre-Val de Loire","45","Loiret","01F","Verre","01A","Valorisation matière",18553.03583
2009,24,"Centre-Val de Loire","45","Loiret","01F","Verre","01Z","Non précisé",185.73514
2009,94,"Corse","2A","Corse-du-Sud","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",2818.47
2009,94,"Corse","2A","Corse-du-Sud","01A","Ordures ménagères résiduelles","01D","Stockage",44843.62433
2009,94,"Corse","2A","Corse-du-Sud","01A","Ordures ménagères résiduelles","01Z","Non précisé",24372.58837
2009,94,"Corse","2A","Corse-du-Sud","01B","Encombrants","01A","Valorisation matière",115
2009,94,"Corse","2A","Corse-du-Sud","01B","Encombrants","01D","Stockage",579.5254
2009,94,"Corse","2A","Corse-du-Sud","01D","Emballages et papier","01A","Valorisation matière",1442.15
2009,94,"Corse","2A","Corse-du-Sud","01D","Emballages et papier","01D","Stockage",10
2009,94,"Corse","2A","Corse-du-Sud","01D","Emballages et papier","01Z","Non précisé",239.01654
2009,94,"Corse","2A","Corse-du-Sud","01E","Biodéchets","01E","Valorisation organique",357.4131
2009,94,"Corse","2A","Corse-du-Sud","01F","Verre","01A","Valorisation matière",1167.32428
2009,94,"Corse","2A","Corse-du-Sud","01F","Verre","01D","Stockage",15
2009,94,"Corse","2A","Corse-du-Sud","01F","Verre","01Z","Non précisé",394.07633
2009,94,"Corse","2B","Haute-Corse","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",2136
2009,94,"Corse","2B","Haute-Corse","01A","Ordures ménagères résiduelles","01D","Stockage",42217.23567
2009,94,"Corse","2B","Haute-Corse","01A","Ordures ménagères résiduelles","01Z","Non précisé",27733.5259
2009,94,"Corse","2B","Haute-Corse","01B","Encombrants","01A","Valorisation matière",64
2009,94,"Corse","2B","Haute-Corse","01B","Encombrants","01D","Stockage",704.4746
2009,94,"Corse","2B","Haute-Corse","01D","Emballages et papier","01A","Valorisation matière",1326.662
2009,94,"Corse","2B","Haute-Corse","01D","Emballages et papier","01Z","Non précisé",609.01559
2009,94,"Corse","2B","Haute-Corse","01E","Biodéchets","01E","Valorisation organique",599.5869
2009,94,"Corse","2B","Haute-Corse","01F","Verre","01A","Valorisation matière",1383.35972
2009,94,"Corse","2B","Haute-Corse","01F","Verre","01Z","Non précisé",1151.46744
2009,97,"Dom-Com","971","Guadeloupe","01A","Ordures ménagères résiduelles","01A","Valorisation matière",6766
2009,97,"Dom-Com","971","Guadeloupe","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",303
2009,97,"Dom-Com","971","Guadeloupe","01A","Ordures ménagères résiduelles","01D","Stockage",113394.47
2009,97,"Dom-Com","971","Guadeloupe","01A","Ordures ménagères résiduelles","01Z","Non précisé",51519.52743
2009,97,"Dom-Com","971","Guadeloupe","01B","Encombrants","01D","Stockage",8685.544
2009,97,"Dom-Com","971","Guadeloupe","01B","Encombrants","01Z","Non précisé",1180
2009,97,"Dom-Com","971","Guadeloupe","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",11.71
2009,97,"Dom-Com","971","Guadeloupe","01D","Emballages et papier","01A","Valorisation matière",33.21
2009,97,"Dom-Com","971","Guadeloupe","01D","Emballages et papier","01Z","Non précisé",7843.37152
2009,97,"Dom-Com","971","Guadeloupe","01E","Biodéchets","01D","Stockage",6232
2009,97,"Dom-Com","971","Guadeloupe","01E","Biodéchets","01E","Valorisation organique",416.544
2009,97,"Dom-Com","971","Guadeloupe","01E","Biodéchets","01Z","Non précisé",4152
2009,97,"Dom-Com","971","Guadeloupe","01F","Verre","01A","Valorisation matière",191.8
2009,97,"Dom-Com","971","Guadeloupe","01F","Verre","01Z","Non précisé",1371.96981
2009,97,"Dom-Com","972","Martinique","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",93698.66
2009,97,"Dom-Com","972","Martinique","01A","Ordures ménagères résiduelles","01D","Stockage",36334.29
2009,97,"Dom-Com","972","Martinique","01B","Encombrants","01D","Stockage",29991.49
2009,97,"Dom-Com","972","Martinique","01D","Emballages et papier","01A","Valorisation matière",1102.932
2009,97,"Dom-Com","972","Martinique","01D","Emballages et papier","01E","Valorisation organique",125
2009,97,"Dom-Com","972","Martinique","01E","Biodéchets","01E","Valorisation organique",11617.76
2009,97,"Dom-Com","972","Martinique","01F","Verre","01A","Valorisation matière",1339.58
2009,97,"Dom-Com","973","Guyane","01A","Ordures ménagères résiduelles","01D","Stockage",27355.37
2009,97,"Dom-Com","973","Guyane","01A","Ordures ménagères résiduelles","01E","Valorisation organique",38000
2009,97,"Dom-Com","973","Guyane","01A","Ordures ménagères résiduelles","01Z","Non précisé",9649.93378
2009,97,"Dom-Com","973","Guyane","01B","Encombrants","01D","Stockage",15398.9
2009,97,"Dom-Com","973","Guyane","01B","Encombrants","01Z","Non précisé",64.1
2009,97,"Dom-Com","973","Guyane","01D","Emballages et papier","01Z","Non précisé",181.72124
2009,97,"Dom-Com","973","Guyane","01E","Biodéchets","01D","Stockage",200
2009,97,"Dom-Com","973","Guyane","01E","Biodéchets","01E","Valorisation organique",89.2
2009,97,"Dom-Com","973","Guyane","01E","Biodéchets","01Z","Non précisé",2.1
2009,97,"Dom-Com","973","Guyane","01F","Verre","01A","Valorisation matière",384
2009,97,"Dom-Com","973","Guyane","01F","Verre","01Z","Non précisé",179.13816
2009,97,"Dom-Com","974","Réunion","01A","Ordures ménagères résiduelles","01D","Stockage",239385.97
2009,97,"Dom-Com","974","Réunion","01B","Encombrants","01A","Valorisation matière",16233
2009,97,"Dom-Com","974","Réunion","01B","Encombrants","01D","Stockage",40821.77
2009,97,"Dom-Com","974","Réunion","01D","Emballages et papier","01A","Valorisation matière",23439.05
2009,97,"Dom-Com","974","Réunion","01E","Biodéchets","01A","Valorisation matière",18140
2009,97,"Dom-Com","974","Réunion","01E","Biodéchets","01E","Valorisation organique",86431.89
2009,97,"Dom-Com","974","Réunion","01F","Verre","01A","Valorisation matière",7465.01
2009,97,"Dom-Com","974","Réunion","01F","Verre","01Z","Non précisé",55.16945
